filename,width,height,class,xmin,ymin,xmax,ymax
149_jpg.rf.002c06d8fc65539465939130e6af366b.jpg,640,640,no cancer,243,157,554,420


WhatsApp-Image-2022-02-26-at-9-50-58-PM-1-_jpeg.rf.0071ab6c809d81409b3c8bf6ea409d48.jpg,640,640,cancer,236,287,450,428
113_jpg.rf.0090205ab521881d06a67f7faac3d438.jpg,640,640,cancer,285,217,537,417



image24_jpg.rf.003e5c9941f304567d3cc32834e92eba.jpg,640,640,no cancer,566,439,640,522
image24_jpg.rf.003e5c9941f304567d3cc32834e92eba.jpg,640,640,no cancer,377,422,580,530
image24_jpg.rf.003e5c9941f304567d3cc32834e92eba.jpg,640,640,cancer,603,138,640,165
image24_jpg.rf.003e5c9941f304567d3cc32834e92eba.jpg,640,640,no cancer,21,127,260,255

349_jpg.rf.00acab5a9f6bcdc002396519cb38f18f.jpg,640,640,cancer,244,94,268,220
349_jpg.rf.00acab5a9f6bcdc002396519cb38f18f.jpg,640,640,cancer,453,150,513,175
349_jpg.rf.00acab5a9f6bcdc002396519cb38f18f.jpg,640,640,cancer,69,381,209,574
349_jpg.rf.00acab5a9f6bcdc002396519cb38f18f.jpg,640,640,cancer,529,443,572,538
312_jpg.rf.00908f5c6110308e3dcea53a5f068cec.jpg,640,640,cancer,507,125,534,178
312_jpg.rf.00908f5c6110308e3dcea53a5f068cec.jpg,640,640,no cancer,1,123,96,196
312_jpg.rf.00908f5c6110308e3dcea53a5f068cec.jpg,640,640,no cancer,438,460,640,576
312_jpg.rf.00908f5c6110308e3dcea53a5f068cec.jpg,640,640,no cancer,166,504,255,639
275_jpg.rf.009b8b8019b44e16fafe06cb2c5fc1e3.jpg,640,640,cancer,416,72,579,256
275_jpg.rf.009b8b8019b44e16fafe06cb2c5fc1e3.jpg,640,640,cancer,89,436,245,541
275_jpg.rf.009b8b8019b44e16fafe06cb2c5fc1e3.jpg,640,640,cancer,463,446,594,575
467_jpg.rf.00b047812b955d64e9ecd428a61b8fd4.jpg,640,640,cancer,93,532,199,586
467_jpg.rf.00b047812b955d64e9ecd428a61b8fd4.jpg,640,640,cancer,381,478,457,570
467_jpg.rf.00b047812b955d64e9ecd428a61b8fd4.jpg,640,640,no cancer,23,116,240,330
467_jpg.rf.00b047812b955d64e9ecd428a61b8fd4.jpg,640,640,cancer,448,78,538,302


image131_jpg.rf.008b069692ab7bb5f1cb35a7844e86f8.jpg,640,640,no cancer,606,394,640,480
image131_jpg.rf.008b069692ab7bb5f1cb35a7844e86f8.jpg,640,640,cancer,115,457,163,559
image131_jpg.rf.008b069692ab7bb5f1cb35a7844e86f8.jpg,640,640,cancer,115,231,141,300
image131_jpg.rf.008b069692ab7bb5f1cb35a7844e86f8.jpg,640,640,no cancer,483,1,558,231
image131_jpg.rf.008b069692ab7bb5f1cb35a7844e86f8.jpg,640,640,no cancer,283,1,386,231
image131_jpg.rf.008b069692ab7bb5f1cb35a7844e86f8.jpg,640,640,cancer,144,135,256,230

image11_jpg.rf.00ee1e6a058c975b2b771411fef3fb67.jpg,640,640,no cancer,338,79,516,164
image11_jpg.rf.00ee1e6a058c975b2b771411fef3fb67.jpg,640,640,cancer,0,236,244,612
image11_jpg.rf.00ee1e6a058c975b2b771411fef3fb67.jpg,640,640,no cancer,405,354,622,579
141_jpg.rf.00c8c2c5f9eff9c30859e87c9e223192.jpg,640,640,no cancer,184,132,470,471


451_jpg.rf.00d6e0288a147a5059b8dfa257d28424.jpg,640,640,cancer,183,438,237,533
451_jpg.rf.00d6e0288a147a5059b8dfa257d28424.jpg,640,640,cancer,504,454,565,552
451_jpg.rf.00d6e0288a147a5059b8dfa257d28424.jpg,640,640,no cancer,178,149,333,346
451_jpg.rf.00d6e0288a147a5059b8dfa257d28424.jpg,640,640,no cancer,487,186,539,264
26_jpg.rf.00f8f96e5a2b86b4f9666fbf6b1a960c.jpg,640,640,cancer,141,2,214,78
26_jpg.rf.00f8f96e5a2b86b4f9666fbf6b1a960c.jpg,640,640,no cancer,395,16,515,211
26_jpg.rf.00f8f96e5a2b86b4f9666fbf6b1a960c.jpg,640,640,no cancer,102,450,211,544
26_jpg.rf.00f8f96e5a2b86b4f9666fbf6b1a960c.jpg,640,640,no cancer,351,364,508,524
49_jpg.rf.00e40fd02e0d98da714092a2f3e694d9.jpg,640,640,cancer,115,112,172,187
49_jpg.rf.00e40fd02e0d98da714092a2f3e694d9.jpg,640,640,cancer,347,288,477,501
49_jpg.rf.00e40fd02e0d98da714092a2f3e694d9.jpg,640,640,cancer,1,436,127,495

201_nc_jpg.rf.00c45acd3b25b06dd824f5910cb81f09.jpg,640,640,no cancer,366,16,491,113
201_nc_jpg.rf.00c45acd3b25b06dd824f5910cb81f09.jpg,640,640,cancer,132,0,230,83
201_nc_jpg.rf.00c45acd3b25b06dd824f5910cb81f09.jpg,640,640,cancer,12,0,131,42
201_nc_jpg.rf.00c45acd3b25b06dd824f5910cb81f09.jpg,640,640,no cancer,429,217,640,639
201_nc_jpg.rf.00c45acd3b25b06dd824f5910cb81f09.jpg,640,640,no cancer,24,402,161,514
201_nc_jpg.rf.00c45acd3b25b06dd824f5910cb81f09.jpg,640,640,no cancer,190,411,312,515


161_jpg.rf.00be5fa969bffc04b81a1451d7749394.jpg,640,640,cancer,340,334,384,468
161_jpg.rf.00be5fa969bffc04b81a1451d7749394.jpg,640,640,cancer,147,378,261,452
161_jpg.rf.00be5fa969bffc04b81a1451d7749394.jpg,640,640,no cancer,443,41,506,247
161_jpg.rf.00be5fa969bffc04b81a1451d7749394.jpg,640,640,cancer,43,65,184,293
328_jpg.rf.00f3914a8e1ed9783db22f0c2e4b7b59.jpg,640,640,cancer,335,489,424,637
328_jpg.rf.00f3914a8e1ed9783db22f0c2e4b7b59.jpg,640,640,cancer,361,205,458,321
328_jpg.rf.00f3914a8e1ed9783db22f0c2e4b7b59.jpg,640,640,cancer,81,316,102,489
328_jpg.rf.00f3914a8e1ed9783db22f0c2e4b7b59.jpg,640,640,cancer,392,15,493,182
328_jpg.rf.00f3914a8e1ed9783db22f0c2e4b7b59.jpg,640,640,no cancer,7,125,91,199






94_jpg.rf.0105305986417cbec7b90f7f053f20cd.jpg,640,640,no cancer,213,533,328,625
94_jpg.rf.0105305986417cbec7b90f7f053f20cd.jpg,640,640,cancer,193,80,434,352
18_jpg.rf.00cebe66d3b18fb90c11c7473a7575e3.jpg,640,640,cancer,93,75,199,164
18_jpg.rf.00cebe66d3b18fb90c11c7473a7575e3.jpg,640,640,no cancer,380,2,640,249
18_jpg.rf.00cebe66d3b18fb90c11c7473a7575e3.jpg,640,640,cancer,98,417,151,459
18_jpg.rf.00cebe66d3b18fb90c11c7473a7575e3.jpg,640,640,cancer,429,457,472,498
142_jpeg.rf.00cf265cee6b73b1ad564fd7ba08c177.jpg,640,640,cancer,437,128,630,492
images-16-_jpg.rf.010e6419cfe51fab9f0433c678b6589b.jpg,640,640,cancer,98,64,224,271
images-16-_jpg.rf.010e6419cfe51fab9f0433c678b6589b.jpg,640,640,cancer,552,132,563,162
images-16-_jpg.rf.010e6419cfe51fab9f0433c678b6589b.jpg,640,640,cancer,84,382,187,483
14_nc_jpg.rf.0102ba5cb99fb13b0f555e4183e7e745.jpg,640,640,no cancer,85,125,320,428
14_nc_jpg.rf.0102ba5cb99fb13b0f555e4183e7e745.jpg,640,640,cancer,525,171,560,277
14_nc_jpg.rf.0102ba5cb99fb13b0f555e4183e7e745.jpg,640,640,cancer,105,452,191,562
14_nc_jpg.rf.0102ba5cb99fb13b0f555e4183e7e745.jpg,640,640,cancer,468,509,515,552
68_jpg.rf.0121d8b92c24f069f2aaf6eec4769bdc.jpg,640,640,no cancer,139,122,473,370




32_nc_jpg.rf.0106c2d0f3d69391187289db0218d37d.jpg,640,640,no cancer,109,430,192,600
32_nc_jpg.rf.0106c2d0f3d69391187289db0218d37d.jpg,640,640,cancer,352,430,411,515
32_nc_jpg.rf.0106c2d0f3d69391187289db0218d37d.jpg,640,640,cancer,131,126,251,264
32_nc_jpg.rf.0106c2d0f3d69391187289db0218d37d.jpg,640,640,cancer,454,277,477,339
32_nc_jpg.rf.0106c2d0f3d69391187289db0218d37d.jpg,640,640,cancer,465,133,479,197

59_nc_jpg.rf.012e8d37b88cb72b878f4b24174b34f4.jpg,640,640,no cancer,1,508,320,596
59_nc_jpg.rf.012e8d37b88cb72b878f4b24174b34f4.jpg,640,640,no cancer,45,276,300,367
59_nc_jpg.rf.012e8d37b88cb72b878f4b24174b34f4.jpg,640,640,cancer,477,530,587,640
59_nc_jpg.rf.012e8d37b88cb72b878f4b24174b34f4.jpg,640,640,cancer,97,1,308,185
59_nc_jpg.rf.012e8d37b88cb72b878f4b24174b34f4.jpg,640,640,cancer,440,164,508,260


39_jpg.rf.015e6ef3f569a1324453cd514c630663.jpg,640,640,cancer,210,81,260,128
39_jpg.rf.015e6ef3f569a1324453cd514c630663.jpg,640,640,no cancer,15,284,202,487
39_jpg.rf.015e6ef3f569a1324453cd514c630663.jpg,640,640,no cancer,505,357,603,499

108_jpg.rf.014ed41c6309408ce2d1d8d23761ed82.jpg,640,640,cancer,201,93,218,106
108_jpg.rf.014ed41c6309408ce2d1d8d23761ed82.jpg,640,640,cancer,484,72,503,128
108_jpg.rf.014ed41c6309408ce2d1d8d23761ed82.jpg,640,640,no cancer,0,234,191,640
108_jpg.rf.014ed41c6309408ce2d1d8d23761ed82.jpg,640,640,no cancer,504,245,559,540
image167_jpg.rf.017d28f044ca4326da86f602fb6e8639.jpg,640,640,no cancer,82,351,285,507
image167_jpg.rf.017d28f044ca4326da86f602fb6e8639.jpg,640,640,cancer,508,304,593,633
image167_jpg.rf.017d28f044ca4326da86f602fb6e8639.jpg,640,640,cancer,446,413,490,511
image167_jpg.rf.017d28f044ca4326da86f602fb6e8639.jpg,640,640,no cancer,9,143,187,187
image167_jpg.rf.017d28f044ca4326da86f602fb6e8639.jpg,640,640,cancer,333,1,455,158
260_jpg.rf.010e913e5eb80b639422ac3ef2d84661.jpg,640,640,cancer,0,52,88,185
260_jpg.rf.010e913e5eb80b639422ac3ef2d84661.jpg,640,640,no cancer,378,117,537,220
260_jpg.rf.010e913e5eb80b639422ac3ef2d84661.jpg,640,640,no cancer,118,351,305,421
260_jpg.rf.010e913e5eb80b639422ac3ef2d84661.jpg,640,640,no cancer,424,515,556,596

419_jpg.rf.01600931bfc762cb65c61e7e0e68a8bd.jpg,640,640,cancer,415,159,640,325
419_jpg.rf.01600931bfc762cb65c61e7e0e68a8bd.jpg,640,640,cancer,147,88,293,225
419_jpg.rf.01600931bfc762cb65c61e7e0e68a8bd.jpg,640,640,cancer,478,374,562,562
419_jpg.rf.01600931bfc762cb65c61e7e0e68a8bd.jpg,640,640,no cancer,87,392,297,638


58_nc_jpg.rf.0161def147254c44ff247ec5d3ea0baf.jpg,640,640,no cancer,30,88,124,317
58_nc_jpg.rf.0161def147254c44ff247ec5d3ea0baf.jpg,640,640,cancer,347,0,507,181
58_nc_jpg.rf.0161def147254c44ff247ec5d3ea0baf.jpg,640,640,cancer,307,286,507,376
58_nc_jpg.rf.0161def147254c44ff247ec5d3ea0baf.jpg,640,640,no cancer,334,472,507,537

180_nc_jpg.rf.0108882b76423508a8ba1a9cb988f95a.jpg,640,640,no cancer,69,47,161,343
180_nc_jpg.rf.0108882b76423508a8ba1a9cb988f95a.jpg,640,640,no cancer,538,115,638,194
180_nc_jpg.rf.0108882b76423508a8ba1a9cb988f95a.jpg,640,640,cancer,29,423,222,555
180_nc_jpg.rf.0108882b76423508a8ba1a9cb988f95a.jpg,640,640,no cancer,386,371,508,571

338_jpg.rf.019441452837027678defc963cb1d725.jpg,640,640,cancer,4,492,99,545
338_jpg.rf.019441452837027678defc963cb1d725.jpg,640,640,no cancer,535,458,575,626
338_jpg.rf.019441452837027678defc963cb1d725.jpg,640,640,no cancer,174,125,321,339
338_jpg.rf.019441452837027678defc963cb1d725.jpg,640,640,cancer,505,34,552,320


suspicious-0022_jpg.rf.01af888ef766b884acaa04b633605bd4.jpg,640,640,cancer,124,123,183,210
suspicious-0022_jpg.rf.01af888ef766b884acaa04b633605bd4.jpg,640,640,cancer,440,117,525,229
suspicious-0022_jpg.rf.01af888ef766b884acaa04b633605bd4.jpg,640,640,cancer,16,558,159,640
suspicious-0022_jpg.rf.01af888ef766b884acaa04b633605bd4.jpg,640,640,cancer,386,320,640,539
5_jpg.rf.0193823bd4f9f9e032566c6457524d7f.jpg,640,640,cancer,396,157,521,239
5_jpg.rf.0193823bd4f9f9e032566c6457524d7f.jpg,640,640,no cancer,58,0,92,344
5_jpg.rf.0193823bd4f9f9e032566c6457524d7f.jpg,640,640,no cancer,123,2,156,268
5_jpg.rf.0193823bd4f9f9e032566c6457524d7f.jpg,640,640,cancer,357,442,472,565
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,71,4,191,206
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,120,255,194,293
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,no cancer,275,90,513,168
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,240,456,274,540
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,439,613,455,638
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,422,342,474,471
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,439,481,482,540
images-10-_jpg.rf.01900dedddcfc03b1480f00115352fce.jpg,640,640,cancer,447,532,512,640
324950_1100_jpg.rf.01e348f831da1255e24437c01ad96073.jpg,640,640,cancer,249,193,400,373



35_jpg.rf.01d74b5d80cf28783fae4b6ce2ff3803.jpg,640,640,no cancer,77,236,385,516
50_jpg.rf.018b707d73dced18ac9c1a2cd35d0418.jpg,640,640,cancer,34,162,54,210
50_jpg.rf.018b707d73dced18ac9c1a2cd35d0418.jpg,640,640,cancer,110,191,123,224
50_jpg.rf.018b707d73dced18ac9c1a2cd35d0418.jpg,640,640,cancer,283,54,344,184
50_jpg.rf.018b707d73dced18ac9c1a2cd35d0418.jpg,640,640,cancer,84,394,106,459
50_jpg.rf.018b707d73dced18ac9c1a2cd35d0418.jpg,640,640,no cancer,299,389,368,504

image11_jpg.rf.01cbd2acaebbe8de474f71b8eb5188a0.jpg,640,640,cancer,490,202,581,300
image11_jpg.rf.01cbd2acaebbe8de474f71b8eb5188a0.jpg,640,640,cancer,162,495,232,578





29_jpg.rf.02084f248fa566566702ef428927ed01.jpg,640,640,cancer,107,75,178,205
29_jpg.rf.02084f248fa566566702ef428927ed01.jpg,640,640,cancer,423,153,484,237
29_jpg.rf.02084f248fa566566702ef428927ed01.jpg,640,640,no cancer,0,275,122,639
29_jpg.rf.02084f248fa566566702ef428927ed01.jpg,640,640,no cancer,421,332,531,572
82_jpg.rf.01a8b264cd82d3cc6d1a6eaa42d58a90.jpg,640,640,no cancer,167,63,387,231


146_jpg.rf.020b0120acb85daafca914890398af74.jpg,640,640,cancer,442,404,640,544
146_jpg.rf.020b0120acb85daafca914890398af74.jpg,640,640,cancer,114,422,313,587
146_jpg.rf.020b0120acb85daafca914890398af74.jpg,640,640,no cancer,442,1,568,403
146_jpg.rf.020b0120acb85daafca914890398af74.jpg,640,640,cancer,186,209,226,285

281_jpg.rf.020260e6f6d364dd6f4ce89b1ac15571.jpg,640,640,cancer,125,122,150,172
281_jpg.rf.020260e6f6d364dd6f4ce89b1ac15571.jpg,640,640,no cancer,450,115,640,321
281_jpg.rf.020260e6f6d364dd6f4ce89b1ac15571.jpg,640,640,cancer,63,407,191,530
281_jpg.rf.020260e6f6d364dd6f4ce89b1ac15571.jpg,640,640,cancer,436,428,523,538
281_jpg.rf.020260e6f6d364dd6f4ce89b1ac15571.jpg,640,640,cancer,507,374,541,434
110_jpg.rf.01fed51bf337c39ab0403a009840e345.jpg,640,640,cancer,147,190,171,228
110_jpg.rf.01fed51bf337c39ab0403a009840e345.jpg,640,640,cancer,138,0,168,113
110_jpg.rf.01fed51bf337c39ab0403a009840e345.jpg,640,640,no cancer,275,125,473,304
110_jpg.rf.01fed51bf337c39ab0403a009840e345.jpg,640,640,no cancer,30,462,92,569
110_jpg.rf.01fed51bf337c39ab0403a009840e345.jpg,640,640,no cancer,397,506,446,631




311_jpg.rf.01edaf2ee781729aaec5249c1b1b1f88.jpg,640,640,cancer,0,84,11,160
311_jpg.rf.01edaf2ee781729aaec5249c1b1b1f88.jpg,640,640,cancer,501,37,551,162
311_jpg.rf.01edaf2ee781729aaec5249c1b1b1f88.jpg,640,640,cancer,122,391,200,569
311_jpg.rf.01edaf2ee781729aaec5249c1b1b1f88.jpg,640,640,no cancer,358,428,474,550

43_jpg.rf.022cce905ce2c4cd29db95de7bdd3362.jpg,640,640,no cancer,475,407,569,494
43_jpg.rf.022cce905ce2c4cd29db95de7bdd3362.jpg,640,640,cancer,166,96,330,206
238_jpg.rf.0232c80e9c3ea1644c2b31e321fd208d.jpg,640,640,cancer,555,118,621,230
238_jpg.rf.0232c80e9c3ea1644c2b31e321fd208d.jpg,640,640,no cancer,32,15,131,252
238_jpg.rf.0232c80e9c3ea1644c2b31e321fd208d.jpg,640,640,cancer,347,580,418,639
download-7-_jpeg_jpg.rf.0247770c649a25bedb0d6318c5190d8f.jpg,640,640,cancer,115,65,355,237
download-7-_jpeg_jpg.rf.0247770c649a25bedb0d6318c5190d8f.jpg,640,640,no cancer,155,323,380,505
download-7-_jpeg_jpg.rf.0247770c649a25bedb0d6318c5190d8f.jpg,640,640,cancer,505,360,586,466
120_jpg.rf.022b3f635077063083e8d19ed09cd5d5.jpg,640,640,no cancer,148,29,500,405

53_jpg.rf.0238e824568579d6aed399445252cfa6.jpg,640,640,no cancer,171,373,511,599

suspicious-0023_jpg.rf.022bb0c204169a970ea5b14b587b2645.jpg,640,640,cancer,122,177,280,369
suspicious-0023_jpg.rf.022bb0c204169a970ea5b14b587b2645.jpg,640,640,no cancer,430,0,582,252
suspicious-0023_jpg.rf.022bb0c204169a970ea5b14b587b2645.jpg,640,640,cancer,2,449,34,492
suspicious-0023_jpg.rf.022bb0c204169a970ea5b14b587b2645.jpg,640,640,no cancer,397,371,543,608


34_nc_jpg.rf.028d48fad098fe9b1e37dccaa8aff618.jpg,640,640,no cancer,92,60,156,280
34_nc_jpg.rf.028d48fad098fe9b1e37dccaa8aff618.jpg,640,640,no cancer,262,455,338,546
34_nc_jpg.rf.028d48fad098fe9b1e37dccaa8aff618.jpg,640,640,no cancer,353,447,572,537

423_jpg.rf.0233539460cae07682344cafa7a38a19.jpg,640,640,cancer,126,72,206,163
423_jpg.rf.0233539460cae07682344cafa7a38a19.jpg,640,640,cancer,390,94,471,134
423_jpg.rf.0233539460cae07682344cafa7a38a19.jpg,640,640,no cancer,77,368,194,506
423_jpg.rf.0233539460cae07682344cafa7a38a19.jpg,640,640,cancer,416,469,463,528
156_nc_jpg.rf.025810137bf858d08141896533cd24bb.jpg,640,640,no cancer,232,88,462,279
156_nc_jpg.rf.025810137bf858d08141896533cd24bb.jpg,640,640,no cancer,0,67,220,257
156_nc_jpg.rf.025810137bf858d08141896533cd24bb.jpg,640,640,cancer,124,456,247,574
156_nc_jpg.rf.025810137bf858d08141896533cd24bb.jpg,640,640,no cancer,583,460,640,639




99_jpg.rf.02949f427f57017b76dccfd9492c9528.jpg,640,640,cancer,160,109,488,331
99_jpg.rf.02949f427f57017b76dccfd9492c9528.jpg,640,640,no cancer,142,572,225,626



image214_jpg.rf.02b1381b61aea2bcb949f9aac28aa2b5.jpg,640,640,no cancer,48,94,211,170
image214_jpg.rf.02b1381b61aea2bcb949f9aac28aa2b5.jpg,640,640,cancer,434,0,545,111
image214_jpg.rf.02b1381b61aea2bcb949f9aac28aa2b5.jpg,640,640,no cancer,0,269,221,639
image214_jpg.rf.02b1381b61aea2bcb949f9aac28aa2b5.jpg,640,640,no cancer,326,503,383,639



31_jpg.rf.0280249d3924cd7fcae5d6ec50dab684.jpg,640,640,cancer,13,44,215,211
31_jpg.rf.0280249d3924cd7fcae5d6ec50dab684.jpg,640,640,no cancer,183,342,377,491
31_jpg.rf.0280249d3924cd7fcae5d6ec50dab684.jpg,640,640,cancer,498,438,529,491

151_nc_jpg.rf.02bece690297e4137d9dfd66683cef6c.jpg,640,640,no cancer,381,56,506,197
151_nc_jpg.rf.02bece690297e4137d9dfd66683cef6c.jpg,640,640,no cancer,1,38,192,151
151_nc_jpg.rf.02bece690297e4137d9dfd66683cef6c.jpg,640,640,no cancer,296,214,557,419
151_nc_jpg.rf.02bece690297e4137d9dfd66683cef6c.jpg,640,640,no cancer,135,430,184,639
136_jpg.rf.02d24f564487f84e879fc4a15462c79c.jpg,640,640,cancer,384,90,606,332
136_jpg.rf.02d24f564487f84e879fc4a15462c79c.jpg,640,640,cancer,74,145,109,185
136_jpg.rf.02d24f564487f84e879fc4a15462c79c.jpg,640,640,no cancer,301,375,442,536
136_jpg.rf.02d24f564487f84e879fc4a15462c79c.jpg,640,640,no cancer,74,358,157,542


209_nc_jpg.rf.02bb5019cc4ad92e9d382029699fd98a.jpg,640,640,no cancer,61,0,193,244
209_nc_jpg.rf.02bb5019cc4ad92e9d382029699fd98a.jpg,640,640,no cancer,332,0,518,319
209_nc_jpg.rf.02bb5019cc4ad92e9d382029699fd98a.jpg,640,640,cancer,443,405,540,565



186_jpg.rf.02f10c3f86432e2872c5bb281ce20208.jpg,640,640,cancer,138,499,203,590
186_jpg.rf.02f10c3f86432e2872c5bb281ce20208.jpg,640,640,no cancer,326,514,420,640
186_jpg.rf.02f10c3f86432e2872c5bb281ce20208.jpg,640,640,no cancer,204,81,326,267

252_jpg.rf.02201c493b605e1b7ed511ba50d4147e.jpg,640,640,cancer,102,4,249,225
252_jpg.rf.02201c493b605e1b7ed511ba50d4147e.jpg,640,640,cancer,397,46,545,280
252_jpg.rf.02201c493b605e1b7ed511ba50d4147e.jpg,640,640,no cancer,191,343,232,459
252_jpg.rf.02201c493b605e1b7ed511ba50d4147e.jpg,640,640,cancer,488,497,570,554






285_jpg.rf.025202f240892425676075c9c8412420.jpg,640,640,cancer,100,127,364,262
285_jpg.rf.025202f240892425676075c9c8412420.jpg,640,640,cancer,429,67,640,210
285_jpg.rf.025202f240892425676075c9c8412420.jpg,640,640,cancer,138,373,236,451
285_jpg.rf.025202f240892425676075c9c8412420.jpg,640,640,cancer,553,265,639,332
image263_jpg.rf.0311fea8af4c602b2386908fdb99b78e.jpg,640,640,no cancer,419,437,575,526
image263_jpg.rf.0311fea8af4c602b2386908fdb99b78e.jpg,640,640,cancer,1,271,220,587
image263_jpg.rf.0311fea8af4c602b2386908fdb99b78e.jpg,640,640,cancer,436,1,511,74
image263_jpg.rf.0311fea8af4c602b2386908fdb99b78e.jpg,640,640,cancer,150,126,184,160


65_jpg.rf.031698922609ce0e6a5dabd3aaea9b57.jpg,640,640,cancer,55,548,174,628
65_jpg.rf.031698922609ce0e6a5dabd3aaea9b57.jpg,640,640,no cancer,267,411,506,539
65_jpg.rf.031698922609ce0e6a5dabd3aaea9b57.jpg,640,640,cancer,52,191,134,236
65_jpg.rf.031698922609ce0e6a5dabd3aaea9b57.jpg,640,640,no cancer,518,121,639,190





281_jpg.rf.0323c7fcfea6fcea5cde148fa26669cc.jpg,640,640,cancer,125,122,150,172
281_jpg.rf.0323c7fcfea6fcea5cde148fa26669cc.jpg,640,640,no cancer,450,115,640,321
281_jpg.rf.0323c7fcfea6fcea5cde148fa26669cc.jpg,640,640,cancer,63,407,191,530
281_jpg.rf.0323c7fcfea6fcea5cde148fa26669cc.jpg,640,640,cancer,436,428,523,538
281_jpg.rf.0323c7fcfea6fcea5cde148fa26669cc.jpg,640,640,cancer,507,374,541,434

139_jpg.rf.02be99b2979b5e084ad70b758ef85c9d.jpg,640,640,cancer,143,122,274,304
139_jpg.rf.02be99b2979b5e084ad70b758ef85c9d.jpg,640,640,no cancer,310,0,566,249
139_jpg.rf.02be99b2979b5e084ad70b758ef85c9d.jpg,640,640,no cancer,144,429,267,574
139_jpg.rf.02be99b2979b5e084ad70b758ef85c9d.jpg,640,640,cancer,357,352,405,410


image28_jpg.rf.0334c79ba149bfd5452ef615bd316131.jpg,640,640,no cancer,467,372,640,520
